customer_id,age,monthly_income,credit_score,tenure_years,monthly_spend,support_tickets,late_payments,satisfaction_score,contract_type,payment_method,usage_hours,churn
CUST101249,64,38845.0,663.0,1.9,12262.0,1,1,6.1,Monthly,Auto Debit,37.4,Yes
CUST101250,29,49539.0,654.0,4.9,8194.0,2,1,6.7,Two-Year,UPI,4.7,No
CUST101251,37,47970.0,697.0,5.9,7658.0,1,0,8.7,Monthly,Bank Transfer,46.0,No
CUST101252,21,55309.0,667.0,3.2,10330.0,4,1,5.6,Two-Year,Auto Debit,35.0,No
CUST101253,56,94095.0,629.0,7.2,7603.0,1,1,5.5,Monthly,UPI,39.0,No
CUST101254,49,79563.0,672.0,5.0,7310.0,1,0,6.6,Annual,Card,2.0,Yes
CUST101255,22,65355.0,709.0,7.0,12130.0,1,1,9.2,Monthly,Card,15.1,No
CUST101256,28,54857.0,680.0,5.1,12909.0,5,1,9.7,Annual,Bank Transfer,24.4,Yes
CUST101257,44,55469.0,612.0,5.7,12294.0,1,2,6.8,Monthly,Card,42.1,Yes
CUST101258,43,72210.0,744.0,2.5,7911.0,3,0,5.8,Monthly,Card,17.9,No
CUST101259,56,77852.0,539.0,2.5,1011.0,1,1,8.8,Monthly,Card,70.2,No
CUST101260,30,45032.0,665.0,8.4,7981.0,2,0,4.2,Monthly,UPI,28.1,Yes
CUST101261,62,65803.0,656.0,6.5,5847.0,2,0,7.4,Two-Year,Bank Transfer,16.8,Yes
CUST101262,39,20304.0,698.0,1.2,8046.0,0,1,6.9,Two-Year,Bank Transfer,29.2,Yes
CUST101263,57,69658.0,721.0,5.1,6151.0,5,0,9.2,Annual,Auto Debit,17.7,Yes
CUST101264,29,81767.0,752.0,0.0,8427.0,3,1,9.4,Monthly,Bank Transfer,14.2,Yes
CUST101265,19,58838.0,651.0,2.7,4863.0,0,0,5.4,Monthly,Bank Transfer,47.2,Yes
CUST101266,20,104964.0,722.0,7.6,4017.0,0,1,7.3,Monthly,Card,39.7,No
CUST101267,35,45613.0,701.0,4.1,12779.0,2,0,6.0,Monthly,Card,39.7,Yes
CUST101268,63,69784.0,596.0,4.9,5106.0,3,0,6.5,Annual,Card,51.2,Yes
CUST101269,20,64212.0,795.0,0.0,8501.0,4,0,8.0,Two-Year,Auto Debit,39.3,No
CUST101270,35,62793.0,611.0,3.2,11841.0,0,0,6.4,Monthly,Card,16.0,Yes
CUST101271,23,62485.0,713.0,5.6,11700.0,2,1,7.3,Monthly,Auto Debit,42.6,No
CUST101272,62,67356.0,711.0,6.0,11282.0,3,1,8.6,Monthly,Card,15.1,No
CUST101273,50,83655.0,705.0,7.6,9560.0,2,0,9.6,Monthly,Bank Transfer,24.8,No
CUST101274,54,95310.0,663.0,3.8,11034.0,0,2,7.5,Monthly,Card,31.3,Yes
CUST101275,52,64950.0,735.0,4.0,13306.0,2,0,7.2,Monthly,Card,29.8,No
CUST101276,49,82937.0,604.0,0.2,9988.0,1,1,5.1,Monthly,Auto Debit,5.1,Yes
CUST101277,55,49561.0,686.0,3.8,2070.0,2,2,9.7,Monthly,Bank Transfer,17.5,Yes
CUST101278,18,81851.0,659.0,0.5,6650.0,0,1,7.8,Annual,Card,31.7,No
CUST101279,59,48236.0,653.0,0.0,10937.0,1,5,7.2,Two-Year,Card,22.8,Yes
CUST101280,53,88995.0,714.0,1.0,6305.0,1,0,7.1,Monthly,Auto Debit,48.9,Yes
CUST101281,53,113634.0,749.0,9.3,14170.0,0,0,7.6,Monthly,UPI,51.5,No
CUST101282,36,62314.0,671.0,3.6,8279.0,1,1,8.3,Monthly,Auto Debit,15.2,No
CUST101283,56,18000.0,733.0,5.2,8798.0,3,1,8.5,Annual,Bank Transfer,32.9,No
CUST101284,36,52942.0,693.0,2.9,12437.0,2,1,9.7,Annual,Card,55.7,No
CUST101285,20,92101.0,641.0,0.0,7860.0,5,0,7.4,Annual,Bank Transfer,30.0,Yes
CUST101286,61,77168.0,676.0,7.5,9117.0,1,1,10.0,Annual,Auto Debit,25.9,Yes
CUST101287,29,70476.0,674.0,0.0,11647.0,4,0,8.8,Two-Year,Card,44.9,No
CUST101288,22,87191.0,652.0,2.7,3347.0,1,0,6.9,Monthly,Card,27.9,No
CUST101289,47,75658.0,714.0,4.3,7501.0,2,1,4.2,Monthly,Auto Debit,51.1,Yes
CUST101290,29,91790.0,703.0,5.2,11402.0,2,1,7.1,Monthly,Card,23.1,No
CUST101291,59,85227.0,603.0,2.2,8730.0,3,0,9.6,Annual,Auto Debit,24.9,No
CUST101292,39,98477.0,599.0,0.0,13636.0,0,2,5.7,Monthly,Auto Debit,43.9,Yes
CUST101293,18,72894.0,713.0,1.9,2984.0,0,0,7.1,Two-Year,Bank Transfer,33.5,No
CUST101294,63,84916.0,645.0,2.1,2585.0,1,3,7.3,Annual,UPI,33.6,Yes
CUST101295,42,58243.0,707.0,2.0,11194.0,2,0,8.6,Two-Year,UPI,3.4,No
CUST101296,30,51768.0,733.0,7.6,11530.0,2,0,6.3,Two-Year,Card,26.7,Yes
CUST101297,50,102549.0,620.0,0.6,7824.0,1,2,5.5,Annual,UPI,45.0,Yes
CUST101298,43,69757.0,,5.5,9901.0,2,0,8.0,Two-Year,Auto Debit,20.2,Yes
CUST101299,19,82707.0,782.0,5.0,11108.0,2,0,5.7,Annual,Bank Transfer,42.5,No
CUST101300,54,67722.0,709.0,7.6,5651.0,2,0,3.9,Monthly,Card,36.0,Yes
CUST101301,37,52097.0,667.0,4.1,6026.0,2,1,10.0,Annual,Auto Debit,29.0,No
CUST101302,51,65242.0,639.0,7.0,9164.0,3,0,8.6,Two-Year,UPI,52.4,No
CUST101303,60,96592.0,662.0,3.9,11664.0,0,0,10.0,Annual,Bank Transfer,26.9,No
CUST101304,47,77215.0,625.0,5.9,4419.0,2,0,8.5,Annual,Card,27.9,No
CUST101305,50,27348.0,739.0,0.0,7807.0,2,1,8.2,Monthly,UPI,28.8,No
CUST101306,30,60265.0,647.0,0.0,7645.0,3,2,7.6,Two-Year,Card,33.2,Yes
CUST101307,29,104210.0,750.0,5.7,9963.0,3,1,6.7,Monthly,UPI,43.5,Yes
CUST101308,37,60296.0,668.0,5.9,8470.0,3,1,7.9,Annual,UPI,9.9,No
CUST101309,58,25389.0,633.0,6.0,6589.0,1,1,6.1,Annual,UPI,45.0,Yes
CUST101310,43,106647.0,667.0,2.8,12870.0,3,0,5.2,Annual,UPI,33.0,No
CUST101311,34,80013.0,546.0,9.3,6613.0,1,0,6.4,Monthly,Bank Transfer,40.3,Yes
CUST101312,55,63460.0,683.0,3.0,7478.0,1,1,9.2,Annual,Auto Debit,67.9,No
CUST101313,58,56829.0,681.0,5.8,2930.0,2,0,4.9,Monthly,Card,24.3,Yes
CUST101314,61,88812.0,735.0,6.4,6002.0,0,0,4.9,Monthly,Bank Transfer,13.6,Yes
CUST101315,32,53076.0,586.0,10.0,10306.0,1,0,8.0,Monthly,UPI,34.9,Yes
CUST101316,52,90262.0,754.0,3.5,9622.0,1,0,6.3,Annual,Auto Debit,37.3,No
CUST101317,46,76928.0,735.0,2.4,10598.0,1,1,7.8,Monthly,Bank Transfer,45.1,No
CUST101318,39,70383.0,759.0,0.0,10428.0,2,4,8.7,Monthly,Card,23.9,Yes
CUST101319,37,68201.0,687.0,9.5,15807.0,1,1,7.8,Two-Year,Auto Debit,19.5,No
CUST101320,23,61151.0,746.0,5.8,5882.0,1,0,5.9,Monthly,Card,9.0,No
CUST101321,31,88004.0,609.0,5.9,2832.0,1,0,9.2,Two-Year,Card,11.5,No
CUST101322,44,45962.0,729.0,14.5,4823.0,2,2,8.3,Annual,Auto Debit,25.8,No
CUST101323,60,29318.0,648.0,5.5,6037.0,1,1,7.0,Monthly,UPI,30.3,Yes
CUST101324,59,78518.0,599.0,0.3,5090.0,3,0,7.0,Annual,Bank Transfer,63.0,No
CUST101325,27,78887.0,628.0,3.9,8828.0,5,0,7.6,Monthly,Bank Transfer,6.6,No
CUST101326,50,75565.0,690.0,1.4,12884.0,2,1,6.5,Two-Year,Bank Transfer,37.0,Yes
CUST101327,22,73970.0,645.0,3.2,13889.0,2,0,4.2,Monthly,Auto Debit,21.1,Yes
CUST101328,50,57948.0,711.0,3.2,10265.0,1,0,8.3,Two-Year,Card,35.3,No
CUST101329,34,82325.0,591.0,2.6,15994.0,0,2,,Annual,UPI,23.7,No
CUST101330,39,63998.0,573.0,0.0,7253.0,3,2,3.1,Two-Year,Card,47.5,Yes
CUST101331,52,54284.0,765.0,9.6,2786.0,1,0,7.9,Monthly,UPI,47.4,No
CUST101332,38,58138.0,740.0,5.5,12186.0,2,1,10.0,Annual,Bank Transfer,30.3,No
CUST101333,56,109454.0,632.0,3.8,2065.0,0,0,5.1,Monthly,Bank Transfer,53.6,Yes
CUST101334,43,26831.0,690.0,6.9,5857.0,0,3,6.9,Two-Year,Auto Debit,43.4,No
CUST101335,65,75995.0,746.0,6.0,10320.0,3,0,6.7,Monthly,Card,52.9,No
CUST101336,48,28060.0,713.0,5.4,8142.0,1,1,9.8,Monthly,Auto Debit,31.4,No
CUST101337,32,62619.0,698.0,6.7,7832.0,1,1,8.9,Annual,Auto Debit,46.3,No
CUST101338,55,55460.0,750.0,4.9,4367.0,4,0,5.5,Monthly,Auto Debit,20.5,Yes
CUST101339,37,19129.0,650.0,6.6,8462.0,2,0,7.6,Annual,Bank Transfer,19.0,No
CUST101340,43,73559.0,692.0,6.9,12013.0,2,1,10.0,Annual,UPI,64.7,No
CUST101341,24,56639.0,689.0,5.0,8570.0,2,1,5.9,Monthly,UPI,15.7,Yes
CUST101342,23,18817.0,675.0,3.8,5594.0,1,0,7.0,Annual,Auto Debit,25.5,Yes
CUST101343,45,83470.0,669.0,9.4,4134.0,0,1,7.9,Monthly,Auto Debit,3.5,Yes
CUST101344,26,96570.0,694.0,3.0,5666.0,0,2,6.0,Annual,Auto Debit,19.3,Yes
CUST101345,65,97783.0,692.0,5.8,9873.0,1,0,10.0,Monthly,Bank Transfer,17.1,Yes
CUST101346,59,72897.0,632.0,5.8,9703.0,1,2,6.2,Monthly,Auto Debit,21.9,Yes
CUST101347,51,66013.0,734.0,2.5,5698.0,0,1,4.6,Two-Year,Card,36.5,Yes
CUST101348,53,94219.0,636.0,1.9,1000.0,0,1,6.1,Two-Year,UPI,40.1,No
CUST101349,46,102012.0,678.0,3.4,9970.0,1,3,8.1,Two-Year,Card,16.9,Yes
CUST101350,20,89939.0,674.0,2.9,5358.0,0,1,5.6,Annual,Auto Debit,20.2,Yes
CUST101351,36,44286.0,710.0,0.0,10912.0,3,1,7.5,Monthly,Bank Transfer,48.3,Yes
CUST101352,41,69430.0,573.0,2.4,5854.0,3,1,8.0,Monthly,Auto Debit,57.6,Yes
CUST101353,61,74669.0,739.0,5.4,5042.0,1,2,4.9,Monthly,Auto Debit,50.8,Yes
CUST101354,28,25188.0,653.0,8.6,9036.0,1,1,6.0,Annual,Auto Debit,7.3,No
CUST101355,41,75326.0,757.0,6.3,16752.0,1,0,7.6,Monthly,UPI,49.8,No
CUST101356,34,115006.0,664.0,0.0,11122.0,0,0,8.2,Two-Year,UPI,59.8,No
CUST101357,24,79079.0,687.0,6.6,8977.0,0,1,6.1,Monthly,Card,6.6,No
CUST101358,22,97415.0,795.0,2.7,9756.0,1,0,7.3,Monthly,UPI,48.2,No
CUST101359,35,69024.0,675.0,5.9,2371.0,1,0,6.5,Two-Year,Auto Debit,35.4,Yes
CUST101360,21,63389.0,758.0,4.5,4572.0,4,3,8.2,Monthly,UPI,27.1,Yes
CUST101361,21,73388.0,692.0,3.9,1000.0,3,2,7.9,Monthly,Card,33.6,No
CUST101362,34,47052.0,713.0,4.2,14555.0,1,2,6.4,Annual,Bank Transfer,38.6,No
CUST101363,27,43797.0,694.0,4.4,13846.0,1,0,7.8,Two-Year,UPI,49.4,No
CUST101364,44,92859.0,737.0,8.8,9875.0,0,2,6.3,Monthly,Bank Transfer,48.6,Yes
CUST101365,18,95192.0,652.0,4.4,8973.0,4,4,7.8,Monthly,UPI,9.4,No
CUST101366,32,43196.0,636.0,8.0,3069.0,2,1,7.8,Monthly,Auto Debit,22.3,Yes
CUST101367,39,86296.0,655.0,7.5,7732.0,0,4,10.0,Annual,Bank Transfer,33.4,No
CUST101368,64,63087.0,695.0,6.6,14773.0,3,0,6.4,Monthly,Card,55.6,Yes
CUST101369,48,72476.0,678.0,0.0,8960.0,0,0,6.8,Annual,Bank Transfer,2.0,Yes
CUST101370,60,75125.0,729.0,8.1,6524.0,0,0,5.9,Monthly,Card,22.8,Yes
CUST101371,34,86876.0,762.0,3.0,2347.0,2,2,5.2,Two-Year,UPI,9.1,Yes
CUST101372,39,66820.0,636.0,6.8,13331.0,0,0,6.2,Annual,UPI,11.5,Yes
CUST101373,38,96024.0,650.0,1.4,8255.0,1,1,8.1,Annual,UPI,46.8,No
CUST101374,60,71807.0,611.0,0.7,2351.0,2,3,8.3,Annual,Bank Transfer,24.0,Yes
CUST101375,64,78732.0,802.0,10.8,5265.0,2,0,7.5,Monthly,Bank Transfer,2.0,Yes
CUST101376,64,46668.0,707.0,1.4,4029.0,2,0,6.5,Monthly,Card,29.6,Yes
CUST101377,54,,716.0,8.2,8039.0,0,2,6.2,Annual,Bank Transfer,62.5,No
CUST101378,42,75336.0,616.0,4.9,9226.0,0,0,5.4,Monthly,Card,4.9,Yes
CUST101379,43,80686.0,690.0,3.2,6739.0,1,1,6.1,Monthly,UPI,40.0,Yes
CUST101380,65,29620.0,718.0,4.4,11220.0,2,0,4.8,Monthly,Bank Transfer,55.5,Yes
CUST101381,31,46901.0,676.0,0.3,8776.0,2,1,9.3,Monthly,Card,31.3,Yes
CUST101382,34,92233.0,749.0,4.5,12218.0,0,0,10.0,Monthly,Bank Transfer,60.9,No
CUST101383,61,71312.0,817.0,1.0,7250.0,3,0,3.7,Annual,Bank Transfer,22.1,Yes
CUST101384,36,22897.0,638.0,3.2,19159.0,1,0,7.5,Annual,UPI,53.7,No
CUST101385,29,87842.0,634.0,7.5,6524.0,0,0,7.5,Monthly,UPI,50.1,No
CUST101386,44,53037.0,642.0,5.3,5338.0,1,1,7.4,Annual,UPI,31.5,Yes
CUST101387,33,96049.0,778.0,0.0,4908.0,1,0,6.0,Monthly,UPI,9.7,No
CUST101388,60,63068.0,747.0,7.2,7762.0,1,2,8.7,Two-Year,UPI,17.0,No
CUST101389,61,69504.0,683.0,4.5,2482.0,1,0,7.7,Annual,Auto Debit,2.0,Yes
CUST101390,32,90937.0,692.0,2.8,9531.0,3,3,8.8,Monthly,Auto Debit,40.9,No
CUST101391,43,45255.0,645.0,6.9,1831.0,2,1,5.7,Annual,Auto Debit,39.1,No
CUST101392,65,43157.0,739.0,4.0,9066.0,2,0,4.6,Monthly,Card,33.2,Yes
CUST101393,53,60677.0,669.0,0.8,3771.0,3,2,7.7,Monthly,Card,30.2,Yes
CUST101394,28,83198.0,676.0,10.4,7165.0,2,0,5.4,Monthly,Card,52.4,Yes
CUST101395,46,35721.0,723.0,4.4,10616.0,2,1,8.8,Two-Year,Auto Debit,36.5,Yes
CUST101396,47,28303.0,680.0,4.2,16564.0,1,0,3.4,Two-Year,Card,23.7,Yes
CUST101397,49,83122.0,677.0,3.2,4727.0,0,0,6.2,Annual,Bank Transfer,34.2,No
CUST101398,19,51734.0,691.0,8.3,7974.0,4,0,6.0,Two-Year,UPI,62.7,No
CUST101399,32,56371.0,734.0,2.8,5967.0,4,1,6.4,Monthly,Auto Debit,41.3,Yes
CUST101400,59,24150.0,781.0,0.0,5455.0,1,1,7.4,Annual,Bank Transfer,26.2,No
CUST101401,29,50062.0,722.0,2.3,5998.0,2,0,7.7,Monthly,Auto Debit,31.3,No
CUST101402,32,64834.0,734.0,8.7,11384.0,2,1,8.1,Monthly,Card,39.0,Yes
CUST101403,33,85468.0,679.0,7.2,6792.0,6,3,8.3,Two-Year,Bank Transfer,25.7,Yes
CUST101404,26,48033.0,651.0,3.7,16373.0,3,2,6.7,Two-Year,Card,24.4,Yes
CUST101405,25,101462.0,726.0,8.9,9956.0,0,0,10.0,Two-Year,Card,31.8,No
CUST101406,34,49940.0,699.0,6.9,4965.0,3,0,9.4,Annual,Card,54.8,Yes
CUST101407,59,49972.0,612.0,3.6,7217.0,0,0,6.5,Monthly,UPI,43.9,Yes
CUST101408,18,98822.0,672.0,4.0,5694.0,2,0,6.8,Annual,Card,25.9,No
CUST101409,31,69652.0,685.0,5.6,11300.0,0,2,6.4,Monthly,Bank Transfer,45.0,Yes
CUST101410,20,52855.0,662.0,1.8,2764.0,2,2,7.6,Two-Year,UPI,32.1,No
CUST101411,44,61587.0,771.0,4.5,3807.0,0,2,5.3,Monthly,Card,37.2,Yes
CUST101412,30,94768.0,716.0,5.5,6430.0,2,0,5.7,Two-Year,UPI,35.8,No
CUST101413,56,97256.0,766.0,0.0,10890.0,1,0,3.3,Annual,Bank Transfer,2.0,Yes
CUST101414,46,47031.0,704.0,3.9,12816.0,2,1,6.3,Monthly,Card,2.0,Yes
CUST101415,55,64066.0,694.0,3.5,13332.0,2,0,8.8,Monthly,UPI,35.4,No
CUST101416,48,66983.0,638.0,7.8,10354.0,1,0,6.7,Monthly,Bank Transfer,19.2,Yes
CUST101417,39,43303.0,691.0,0.0,8210.0,3,1,6.8,Monthly,Auto Debit,7.4,No
CUST101418,59,63775.0,691.0,3.3,11281.0,3,1,7.5,Two-Year,Auto Debit,19.7,Yes
CUST101419,40,65117.0,615.0,3.0,4494.0,2,2,5.3,Monthly,Auto Debit,45.9,Yes
CUST101420,63,90085.0,660.0,7.6,2044.0,2,0,7.0,Monthly,UPI,37.4,No
CUST101421,65,91563.0,672.0,4.4,10028.0,0,0,8.5,Monthly,UPI,43.6,No
CUST101422,46,57757.0,713.0,10.2,4980.0,1,2,7.5,Monthly,Auto Debit,38.8,No
CUST101423,50,60293.0,715.0,6.6,8271.0,1,2,8.7,Monthly,Bank Transfer,18.2,Yes
CUST101424,30,79614.0,658.0,3.2,8919.0,2,2,9.1,Two-Year,Bank Transfer,43.6,No
CUST101425,57,52126.0,716.0,5.3,9368.0,1,0,8.1,Annual,Auto Debit,40.8,No
CUST101426,50,77950.0,680.0,3.4,11782.0,3,0,5.8,Two-Year,UPI,30.2,Yes
CUST101427,61,63066.0,532.0,7.3,11412.0,2,0,6.4,Monthly,Bank Transfer,32.9,Yes
CUST101428,30,43673.0,663.0,0.2,9183.0,3,0,10.0,Monthly,Bank Transfer,43.9,No
CUST101429,55,43950.0,749.0,1.9,6953.0,5,0,7.5,Monthly,Auto Debit,20.8,Yes
CUST101430,40,96835.0,598.0,6.0,8877.0,2,1,7.3,Annual,Card,48.3,Yes
CUST101431,26,61559.0,696.0,8.4,6413.0,0,0,5.5,Monthly,Bank Transfer,40.5,Yes
CUST101432,26,101088.0,777.0,0.0,7812.0,3,1,6.8,Monthly,Auto Debit,32.0,Yes
CUST101433,44,53700.0,648.0,8.9,17664.0,0,0,8.2,Annual,Card,55.0,No
CUST101434,33,71407.0,690.0,4.1,9138.0,1,2,7.0,Monthly,UPI,12.6,Yes
CUST101435,22,117639.0,618.0,0.0,10076.0,1,4,6.1,Annual,Card,25.1,Yes
CUST101436,38,41737.0,779.0,0.0,6031.0,2,0,6.5,Annual,Bank Transfer,21.8,No
CUST101437,49,23248.0,685.0,0.0,12070.0,3,1,9.0,Annual,Card,37.4,No
CUST101438,33,93305.0,693.0,4.4,11161.0,1,0,8.1,Monthly,Bank Transfer,49.7,No
CUST101439,63,46810.0,764.0,4.3,11186.0,2,0,7.9,Annual,Card,17.3,Yes
CUST101440,55,64544.0,726.0,6.5,9252.0,1,0,7.7,Monthly,UPI,81.6,No
CUST101441,42,52110.0,642.0,2.7,12120.0,1,0,5.0,Monthly,Auto Debit,22.1,Yes
CUST101442,62,70900.0,654.0,1.0,12951.0,1,0,7.5,Monthly,Auto Debit,37.4,No
CUST101443,38,44088.0,717.0,3.2,9491.0,1,1,8.8,Monthly,Bank Transfer,32.0,Yes
CUST101444,24,61041.0,656.0,4.6,8099.0,4,1,6.6,Monthly,Card,32.7,No
CUST101445,19,74896.0,574.0,5.2,11631.0,1,0,8.7,Annual,Card,20.1,No
CUST101446,63,42817.0,687.0,2.0,5336.0,2,1,7.9,Annual,Card,48.0,No
CUST101447,64,49598.0,609.0,7.4,5987.0,0,0,8.4,Monthly,Card,19.2,No
CUST101448,53,57358.0,779.0,2.5,8313.0,2,1,7.1,Monthly,UPI,5.5,Yes
CUST101449,22,33566.0,700.0,1.7,2405.0,1,0,8.5,Monthly,Card,15.2,No
CUST101450,32,55704.0,640.0,2.8,11397.0,1,1,4.5,Two-Year,Card,53.7,Yes
CUST101451,19,67614.0,652.0,7.9,5130.0,3,1,7.1,Monthly,Card,50.8,No
CUST101452,20,56210.0,586.0,4.1,6850.0,1,0,8.2,Monthly,Card,2.0,Yes
CUST101453,29,59030.0,630.0,2.3,7754.0,2,1,7.5,Monthly,Bank Transfer,44.2,Yes
CUST101454,45,64562.0,746.0,7.5,8638.0,1,0,8.9,Annual,Auto Debit,2.3,No
CUST101455,21,50574.0,813.0,11.4,7297.0,0,2,6.7,Monthly,Card,31.6,No
CUST101456,65,80203.0,730.0,5.2,8264.0,2,1,6.1,Monthly,UPI,13.9,Yes
CUST101457,39,96592.0,685.0,8.4,8291.0,1,1,4.2,Monthly,Auto Debit,45.4,No
CUST101458,30,54784.0,666.0,7.8,6935.0,0,1,6.5,Annual,UPI,40.3,Yes
CUST101459,42,75674.0,637.0,2.6,5794.0,2,2,7.9,Monthly,Auto Debit,46.7,No
CUST101460,55,59728.0,803.0,4.6,12285.0,3,0,8.3,Two-Year,Bank Transfer,27.6,No
CUST101461,33,73041.0,680.0,0.4,1135.0,0,1,4.6,Two-Year,Bank Transfer,29.1,Yes
CUST101462,20,99447.0,806.0,3.8,7780.0,1,1,9.0,Annual,Card,9.5,Yes
CUST101463,20,76191.0,767.0,2.5,6859.0,2,3,5.3,Two-Year,Bank Transfer,16.5,No
CUST101464,58,25985.0,594.0,3.2,9966.0,0,1,6.8,Two-Year,Bank Transfer,46.2,Yes
CUST101465,23,74988.0,653.0,2.1,3410.0,1,1,6.0,Monthly,Auto Debit,37.5,No
CUST101466,48,92123.0,653.0,3.6,6751.0,0,1,7.7,Annual,UPI,33.6,No
CUST101467,36,60125.0,686.0,6.2,8142.0,4,0,7.2,Annual,UPI,50.9,No
CUST101468,55,86904.0,687.0,4.1,12245.0,2,0,8.2,Annual,Card,12.5,No
CUST101469,20,49817.0,850.0,0.0,9663.0,2,2,10.0,Annual,UPI,42.8,No
CUST101470,61,32318.0,631.0,2.1,4358.0,1,1,7.7,Two-Year,Auto Debit,14.3,Yes
CUST101471,51,68106.0,703.0,0.0,6794.0,0,0,6.0,Two-Year,UPI,54.2,No
CUST101472,39,26358.0,724.0,5.3,11601.0,0,0,7.8,Monthly,UPI,40.2,Yes
CUST101473,27,59725.0,690.0,6.1,4297.0,1,1,10.0,Annual,Card,46.5,Yes
CUST101474,64,93311.0,696.0,5.3,8225.0,1,0,8.1,Annual,Card,21.5,No
CUST101475,32,22985.0,633.0,2.0,8468.0,0,3,8.6,Two-Year,Card,64.7,No
CUST101476,41,36851.0,696.0,5.3,7150.0,0,2,4.3,Monthly,Bank Transfer,62.0,Yes
CUST101477,36,42295.0,718.0,3.0,17935.0,1,1,7.7,Monthly,Bank Transfer,38.5,Yes
CUST101478,29,63607.0,708.0,0.9,7055.0,2,2,6.5,Monthly,Auto Debit,49.6,Yes
CUST101479,37,56954.0,721.0,6.9,10074.0,2,2,5.8,Monthly,Card,27.5,Yes
CUST101480,25,95781.0,768.0,7.1,5818.0,2,0,7.0,Monthly,Auto Debit,13.0,No
CUST101481,18,85996.0,742.0,7.5,10347.0,1,3,7.2,Monthly,UPI,43.9,Yes
CUST101482,31,75896.0,694.0,2.6,11548.0,3,1,5.9,Monthly,UPI,18.2,No
CUST101483,23,68204.0,626.0,8.3,6442.0,2,1,7.3,Two-Year,Card,51.7,No
CUST101484,37,73651.0,657.0,2.9,8309.0,1,0,6.7,Monthly,UPI,47.7,No
CUST101485,59,46036.0,678.0,6.6,5367.0,0,2,8.2,Monthly,UPI,35.5,Yes
CUST101486,25,83859.0,704.0,2.9,4495.0,0,1,7.4,Annual,Card,34.7,Yes
CUST101487,18,40535.0,664.0,3.8,12129.0,1,0,7.6,Monthly,Bank Transfer,46.8,Yes
CUST101488,23,83378.0,639.0,0.0,6561.0,1,0,8.7,Annual,Card,36.1,No
CUST101489,42,91095.0,625.0,3.5,1000.0,2,0,7.9,Two-Year,Card,25.9,No
CUST101490,31,69639.0,599.0,4.8,14679.0,0,1,7.0,Monthly,UPI,9.3,Yes
CUST101491,41,61123.0,677.0,3.2,5693.0,1,1,3.5,Monthly,UPI,46.4,Yes
CUST101492,19,73807.0,609.0,10.1,7638.0,2,0,7.9,Monthly,Auto Debit,37.5,Yes
CUST101493,33,18000.0,635.0,0.8,14243.0,0,0,5.4,Monthly,UPI,73.3,Yes
CUST101494,37,71650.0,668.0,2.7,8004.0,3,0,6.9,Annual,Bank Transfer,30.6,No
CUST101495,38,62506.0,617.0,1.6,7928.0,2,3,7.6,Monthly,Bank Transfer,36.5,Yes
CUST101496,44,63886.0,711.0,2.7,4201.0,2,2,9.3,Monthly,UPI,36.9,Yes
CUST101497,55,80544.0,731.0,7.8,2778.0,1,1,10.0,Annual,UPI,41.8,No
CUST101498,40,63355.0,660.0,9.2,7918.0,1,0,5.4,Monthly,Card,17.5,Yes
CUST101499,58,39915.0,,2.3,9770.0,1,2,4.8,Monthly,Bank Transfer,30.8,Yes
CUST101500,43,61889.0,720.0,2.2,9569.0,2,1,7.6,Annual,UPI,44.4,Yes
CUST101501,30,66486.0,651.0,0.8,6816.0,1,2,7.4,Monthly,Auto Debit,27.0,Yes
CUST101502,28,67529.0,647.0,8.7,8571.0,2,4,5.0,Annual,Card,43.9,Yes
CUST101503,33,68562.0,756.0,8.1,2070.0,3,1,7.0,Two-Year,Card,33.5,No
CUST101504,46,87866.0,739.0,4.2,10111.0,1,0,8.0,Annual,Auto Debit,38.0,Yes
CUST101505,29,41107.0,723.0,0.0,9065.0,4,0,4.9,Monthly,UPI,49.3,No
CUST101506,61,68865.0,741.0,0.3,15408.0,2,0,5.3,Monthly,Auto Debit,28.6,Yes
CUST101507,41,93378.0,581.0,5.0,8526.0,4,0,5.9,Annual,Bank Transfer,10.2,No
CUST101508,59,26839.0,764.0,6.3,5201.0,1,3,6.6,Annual,Card,28.0,Yes
CUST101509,50,68952.0,712.0,0.0,8322.0,1,1,8.2,Two-Year,UPI,19.6,No
CUST101510,34,52122.0,746.0,3.5,7353.0,1,0,6.4,Annual,UPI,2.0,Yes
CUST101511,28,56844.0,711.0,9.7,10021.0,0,1,7.1,Monthly,Auto Debit,30.4,No
CUST101512,53,45094.0,693.0,3.8,8594.0,0,1,10.0,Monthly,Card,35.0,No
CUST101513,33,61270.0,675.0,9.3,4090.0,1,3,5.4,Two-Year,Auto Debit,47.3,No
CUST101514,29,105508.0,710.0,6.6,2775.0,0,0,5.9,Annual,Auto Debit,14.9,No
CUST101515,62,37183.0,673.0,1.0,9420.0,0,1,8.2,Two-Year,Card,33.3,No
CUST101516,41,39269.0,738.0,3.6,13341.0,2,0,8.7,Annual,Card,48.9,No
CUST101517,20,36357.0,603.0,4.1,8778.0,1,3,7.7,Two-Year,Card,23.4,Yes
CUST101518,41,103003.0,660.0,1.5,11347.0,0,1,10.0,Annual,Bank Transfer,40.0,No
CUST101519,40,54829.0,802.0,1.4,12045.0,1,0,7.5,Two-Year,Bank Transfer,56.0,No
CUST101520,59,64436.0,656.0,9.3,9434.0,0,0,3.6,Two-Year,Card,4.1,Yes
