customerID,SeniorCitizen,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9533-MVCWS,0,43,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,Credit card,34.68,1506.21,No
3249-UTXFX,0,13,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Bank transfer,74.55,918.06,Yes
7857-IJGMX,0,68,Yes,Yes,Yes,No,No,No,Yes,No,Month-to-month,Mailed check,39.19,2689.49,No
8538-DDBPI,0,53,Yes,No,No,No,Yes,No,No,No,One year,Mailed check,43.82,2258.67,No
7846-TFSTZ,0,58,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Mailed check,21.07,1287.32,No
7503-JZHUJ,0,31,Yes,Yes,No,Yes,No,Yes,No,No,Two year,Mailed check,30.13,955.14,No
9414-UPFEY,0,34,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,Mailed check,111.52,3750.44,No
8214-NWUKV,0,46,Yes,No,Yes,No,No,No,No,Yes,One year,Credit card,50.8,2377.03,No
8163-MATIJ,0,57,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,Mailed check,80.03,4673.79,No
7421-VCVHO,0,61,Yes,No,Yes,No,No,No,No,Yes,One year,Electronic check,65.43,3980.35,No
8815-FFZJY,1,1,No,No,Yes,Yes,Yes,Yes,No,No,Two year,Bank transfer,58.85,86.37,No
4214-QNZON,0,48,Yes,No,No,No,Yes,No,No,No,Month-to-month,Bank transfer,72.25,3446.41,No
5196-JLLTB,1,7,Yes,No,No,No,No,No,Yes,No,Month-to-month,Mailed check,37.1,263.97,Yes
5508-OTRLC,0,21,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Bank transfer,118.84,2420.28,No
4348-GFSMU,0,60,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Credit card,101.47,6088.17,No
2245-ZMGJV,0,18,Yes,Yes,No,Yes,No,Yes,No,No,Two year,Credit card,93.64,1687.7,No
7389-EZDHS,0,58,Yes,No,Yes,Yes,Yes,No,No,No,One year,Credit card,65.81,3906.93,No
5766-LYUZH,0,33,Yes,Yes,No,Yes,No,Yes,No,No,One year,Bank transfer,33.59,1018.72,No
8654-FUOPC,0,16,No,Yes,Yes,Yes,Yes,No,Yes,No,Two year,Electronic check,111.91,1776.52,No
8911-HPEYI,1,24,Yes,Yes,Yes,No,Yes,No,No,Yes,Two year,Bank transfer,52.82,1332.09,No
7863-TODHP,1,38,Yes,No,No,Yes,Yes,Yes,No,No,Two year,Credit card,23.11,866.09,No
5822-PGNCM,0,55,No,Yes,No,No,No,Yes,No,Yes,Month-to-month,Credit card,52.93,2902.58,No
1822-ROWME,0,44,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,Credit card,99.03,4315.66,No
3116-VYBRM,0,68,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,Credit card,81.52,5496.73,No
3320-NYFVC,0,63,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,Bank transfer,94.59,5867.88,No
7484-BBAUO,0,54,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Electronic check,98.95,5311.84,Yes
7212-EXVMX,0,44,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Mailed check,39.62,1693.81,No
2287-HBEVK,0,21,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,Mailed check,112.23,2362.73,Yes
6807-WTKJC,0,30,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Credit card,62.67,1840.72,Yes
8466-ZNMWI,0,8,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Credit card,83.18,641.46,Yes
4658-XJYEM,1,27,Yes,Yes,No,No,No,No,No,No,Month-to-month,Mailed check,18.24,469.87,Yes
5407-HZMWF,0,67,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Mailed check,119.32,7992.03,No
4140-MOFIQ,0,31,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,Electronic check,46.65,1419.72,Yes
3506-TMZGV,0,8,Yes,No,No,Yes,No,No,No,No,One year,Electronic check,24.33,141.55,No
5411-CSFDN,0,47,Yes,No,No,No,Yes,No,No,Yes,One year,Mailed check,64.74,3047.07,No
8072-GQAET,0,70,No,Yes,No,No,No,No,Yes,No,Month-to-month,Electronic check,31.16,2234.57,No
1115-JNBZN,0,63,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Mailed check,33.54,2119.44,No
4046-ZORCE,1,20,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,Credit card,82.49,1619.31,Yes
1406-NVXOB,0,33,Yes,No,Yes,No,No,No,No,No,Month-to-month,Bank transfer,58.08,1910.48,No
6634-QPSOS,0,38,Yes,No,No,No,No,No,No,Yes,Month-to-month,Bank transfer,112.03,4154.61,Yes
5376-DCXLI,0,18,Yes,Yes,Yes,No,No,Yes,No,No,Two year,Electronic check,50.55,902.93,No
3638-BYCFL,1,19,Yes,Yes,Yes,No,No,Yes,No,No,Month-to-month,Credit card,92.07,1729.31,Yes
4222-BIUGW,0,17,Yes,No,No,No,No,No,No,Yes,Month-to-month,Bank transfer,65.03,1058.84,No
4241-ACVKZ,0,72,Yes,Yes,Yes,Yes,No,Yes,No,Yes,One year,Bank transfer,85.32,6105.44,No
8098-AISBZ,1,54,Yes,No,Yes,No,No,No,No,No,Month-to-month,Mailed check,79.17,4254.67,No
2496-UVNUX,0,61,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,Bank transfer,66.22,4089.04,No
7608-SKHWF,0,59,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,Credit card,114.91,6834.29,No
4730-NKJPI,0,70,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two year,Bank transfer,52.96,3660.79,No
9897-EKVMS,0,7,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,Mailed check,36.08,226.66,Yes
6821-ITGTD,1,64,Yes,No,Yes,No,Yes,No,No,No,One year,Bank transfer,87.17,5554.25,No
7246-CWQBC,0,4,Yes,Yes,No,No,No,Yes,No,Yes,One year,Credit card,104.29,457.64,No
2686-YPHHA,0,34,Yes,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,Mailed check,22.11,759.02,No
2828-WPJAI,0,43,Yes,Yes,No,No,No,No,No,No,One year,Credit card,63.86,2750.62,No
4445-DPRZJ,0,26,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Bank transfer,109.03,2861.59,Yes
3483-VJQTW,0,10,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Electronic check,94.46,914.78,Yes
3867-QDUBS,1,14,Yes,No,Yes,No,Yes,Yes,No,No,Month-to-month,Credit card,119.16,1736.43,Yes
2880-MBRMR,0,60,Yes,No,No,No,No,No,Yes,No,Two year,Bank transfer,72.2,4331.91,No
4127-APSRG,1,23,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-month,Mailed check,85.32,1919.56,No
7448-OFCIA,0,22,Yes,Yes,No,No,No,No,No,No,Month-to-month,Electronic check,48.85,1063.22,Yes
7444-ABEIA,0,67,Yes,,No,No,Yes,No,Yes,No,Two year,Credit card,114.65,7743.15,No
6668-DUOCK,0,10,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,Credit card,55.37,532.44,Yes
2262-ZPVJD,0,66,Yes,No,No,No,No,No,No,Yes,Two year,Electronic check,93.33,6207.26,No
3113-KULYJ,0,67,Yes,Yes,No,Yes,Yes,No,No,Yes,One year,Bank transfer,59.12,3929.77,No
3098-MCRCQ,0,43,Yes,No,No,Yes,Yes,Yes,No,Yes,One year,Electronic check,75.31,3200.05,No
4442-JPSYH,0,12,Yes,Yes,No,No,No,Yes,Yes,No,One year,Mailed check,91.42,1130.02,No
8306-VZZUH,0,11,Yes,Yes,No,Yes,Yes,Yes,No,Yes,One year,Bank transfer,69.91,725.31,No
7250-UHVSM,0,20,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-month,Electronic check,110.52,2251.53,Yes
8754-CRUBK,0,42,Yes,No,Yes,No,No,Yes,Yes,No,Two year,Bank transfer,60.77,2569.92,No
5652-FWQHL,0,11,Yes,No,No,Yes,No,No,No,Yes,Two year,Mailed check,84.0,880.32,No
2008-CTZHG,0,33,No,No,Yes,No,No,Yes,Yes,No,Two year,Bank transfer,52.92,1742.79,No
7154-NDRFC,0,8,Yes,Yes,No,Yes,Yes,No,No,No,One year,Credit card,59.63,449.6,No
5177-TNQGM,0,39,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,62.89,2470.16,No
7415-NGYBX,0,1,Yes,No,No,No,No,No,No,Yes,Month-to-month,Credit card,30.83,125.22,No
7520-CGJYN,1,51,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Electronic check,27.36,1376.82,No
3322-XDVVK,0,4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,86.08,371.01,No
1388-XZJEH,0,14,Yes,No,Yes,Yes,No,Yes,No,Yes,One year,Mailed check,84.86,1189.26,Yes
2227-PNJQQ,1,12,No,No,No,Yes,No,Yes,No,No,One year,Mailed check,85.62,1028.64,No
1101-KWUWY,0,60,No,No,No,Yes,No,No,No,Yes,Month-to-month,Electronic check,20.02,1192.94,No
1552-HLNUS,0,3,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Mailed check,51.31,111.06,Yes
7355-ERUTP,0,31,Yes,No,Yes,Yes,Yes,No,No,Yes,One year,Credit card,38.18,1200.34,No
1794-DTWVL,0,43,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,Bank transfer,97.37,4172.47,No
6284-EPFUU,0,37,Yes,No,No,Yes,Yes,No,No,No,Two year,Bank transfer,105.78,3868.62,No
1460-YUJLC,0,49,Yes,Yes,No,No,No,Yes,No,Yes,One year,Electronic check,43.16,2165.55,No
9426-CXRXJ,0,58,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,Electronic check,86.12,4999.91,No
9060-LJIYM,1,28,Yes,Yes,No,No,No,Yes,No,No,Month-to-month,Mailed check,31.2,862.2,No
5306-QOOJE,0,60,Yes,No,No,No,No,No,No,No,One year,Credit card,46.07,2831.2,No
9950-MZLPO,0,23,Yes,,No,Yes,Yes,No,No,No,Month-to-month,Credit card,32.14,647.42,No
9690-CNDWN,0,71,Yes,No,No,No,Yes,Yes,No,No,Two year,Electronic check,46.92,3394.96,No
9306-HEQDJ,0,36,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,Mailed check,86.82,3081.51,No
3824-FDRTK,0,53,No,No,Yes,No,Yes,No,No,No,Month-to-month,Mailed check,110.85,5885.63,No
3529-ERVOL,1,63,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-month,Bank transfer,38.66,2406.18,No
6834-XZFMW,0,57,Yes,Yes,No,No,No,No,No,Yes,One year,Electronic check,73.29,4131.38,No
6694-VZCPN,0,62,Yes,Yes,No,Yes,No,No,No,No,Two year,Mailed check,89.54,5617.17,No
3562-QCMKK,1,39,No,No,No,Yes,No,Yes,No,No,Two year,Credit card,115.2,4585.61,No
6526-YYSIZ,0,3,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,Mailed check,80.23,229.63,Yes
9984-WWVTS,0,35,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Credit card,44.02,1557.47,No
6744-QKXQP,0,13,Yes,No,No,Yes,No,Yes,No,No,Month-to-month,Bank transfer,81.8,1066.25,Yes
7675-BXPYC,0,64,Yes,Yes,Yes,No,Yes,No,No,Yes,One year,Bank transfer,50.69,3330.69,No
3102-YSQKO,0,17,No,No,No,No,No,No,Yes,No,Two year,Mailed check,117.57,1893.03,No
5916-FONII,0,16,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Credit card,58.77,959.18,Yes
7910-RMPGM,0,18,No,Yes,No,Yes,Yes,No,Yes,No,Two year,Electronic check,87.91,1546.02,No
6055-GENYM,0,46,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,Credit card,20.37,819.22,No
9111-WTXKT,0,41,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-month,Credit card,58.81,2393.18,No
2302-IOATY,0,69,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Bank transfer,107.26,7493.34,No
1947-ZCDTR,1,30,Yes,No,No,Yes,Yes,Yes,No,Yes,Two year,Credit card,80.24,2374.4,No
9423-LODRZ,0,20,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,Bank transfer,63.28,1305.14,No
6371-YKZND,1,3,Yes,No,Yes,No,Yes,No,Yes,No,Two year,Bank transfer,113.47,400.34,Yes
4262-MBXGR,0,0,Yes,No,Yes,No,No,No,No,No,Month-to-month,Electronic check,105.11, ,Yes
9278-LPNTB,0,27,Yes,No,No,Yes,No,No,No,Yes,One year,Electronic check,50.87,1379.51,No
4236-PCWQA,0,67,No,Yes,No,No,No,Yes,Yes,No,One year,Electronic check,73.54,4841.37,No
1109-ERNMO,0,38,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,Electronic check,67.96,2546.67,No
5451-IAART,0,65,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One year,Credit card,82.48,5406.55,No
3158-GKQPO,0,7,Yes,Yes,No,No,No,No,No,Yes,One year,Electronic check,52.08,367.59,Yes
1330-LTPUS,0,6,Yes,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,Electronic check,42.91,275.83,No
9096-OOOGL,0,60,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,Credit card,111.09,6672.06,No
2518-LDMYL,0,7,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Mailed check,112.24,895.28,Yes
7646-LXFVS,0,3,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two year,Credit card,104.02,290.53,No
8998-DXXHQ,1,29,Yes,No,No,No,Yes,No,Yes,Yes,One year,Credit card,117.78,3495.89,No
6279-BNRFJ,1,67,Yes,Yes,No,No,No,No,No,Yes,Two year,Bank transfer,93.99,6304.01,No
6268-YBYVV,0,50,Yes,Yes,No,No,No,No,No,Yes,One year,Credit card,96.0,4884.71,No
1428-OJXTQ,0,7,Yes,No,No,No,Yes,Yes,Yes,No,Two year,Credit card,95.78,609.21,No
1250-WMEWX,0,61,Yes,No,Yes,No,Yes,Yes,No,No,Month-to-month,Electronic check,67.02,4097.45,No
5468-RPHTZ,0,61,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Electronic check,64.56,3918.48,No
9406-RJXYA,0,58,Yes,No,Yes,No,Yes,No,Yes,No,One year,Mailed check,42.5,2471.97,No
4045-OPSNA,0,65,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,Bank transfer,83.77,5506.17,No
2491-TSQLH,1,17,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Credit card,47.51,826.61,Yes
3772-RNDKV,0,71,Yes,No,Yes,Yes,No,No,No,Yes,One year,Electronic check,44.3,3206.32,No
6390-WNMYN,0,23,No,No,Yes,No,No,No,Yes,Yes,Two year,Electronic check,77.77,1755.2,No
2216-KQIKW,0,58,Yes,Yes,Yes,No,Yes,Yes,No,No,One year,Mailed check,59.82,3428.42,No
4915-HCKTH,0,42,Yes,Yes,No,No,Yes,No,Yes,No,Month-to-month,Mailed check,40.32,1694.25,No
5235-RYVHE,0,56,Yes,Yes,No,No,No,Yes,No,Yes,Two year,Credit card,101.24,5667.51,No
7036-GKCUE,0,45,Yes,Yes,No,No,No,Yes,No,No,Month-to-month,Mailed check,105.78,4750.81,No
4425-KBUQO,0,46,Yes,Yes,No,No,Yes,Yes,No,No,Month-to-month,Credit card,35.11,1567.13,No
2601-BBQTU,1,44,Yes,No,Yes,No,No,Yes,Yes,Yes,Two year,Electronic check,18.77,885.81,No
8202-KAGUT,0,56,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One year,Electronic check,52.29,2910.1,No
5567-AUVFU,0,53,Yes,No,No,Yes,No,No,No,No,Two year,Credit card,99.35,5336.85,Yes
6757-XQCQC,1,9,No,No,Yes,No,No,Yes,No,No,Two year,Electronic check,103.6,933.04,Yes
3328-WZMHK,0,60,Yes,No,No,No,No,Yes,No,No,One year,Electronic check,32.11,1959.02,No
3179-OKBPQ,0,39,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,Bank transfer,96.98,3810.11,No
7002-YSRFM,0,23,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Electronic check,29.8,644.19,No
4909-YMROB,0,37,No,No,No,Yes,Yes,No,No,Yes,Two year,Electronic check,57.79,2156.59,No
9419-RFBYH,0,70,Yes,Yes,No,No,Yes,Yes,No,No,Two year,Mailed check,119.86,8486.62,No
1154-QAFXA,0,62,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,Bank transfer,37.64,2346.26,No
7768-QHHMN,0,60,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-month,Bank transfer,33.7,2067.06,No
9012-GPRAX,0,33,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Bank transfer,61.13,2051.95,No
9926-CGUVE,0,57,Yes,No,No,No,Yes,No,No,No,Month-to-month,Electronic check,81.21,4644.32,Yes
9256-IHJRF,0,28,Yes,No,No,No,No,No,No,No,Two year,Mailed check,113.16,3177.8,No
5885-BDTJU,1,50,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Mailed check,118.04,5929.37,Yes
7638-ZDYXL,0,46,No,No,Yes,No,No,No,No,No,Month-to-month,Mailed check,25.1,1192.76,No
2217-DNACN,0,18,Yes,Yes,No,No,Yes,No,No,Yes,Two year,Bank transfer,32.08,509.83,No
6068-WZGIF,0,19,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,Electronic check,98.66,1886.91,Yes
3021-LZXXL,0,4,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-month,Bank transfer,45.6,173.2,No
6915-SGMOJ,0,10,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,Credit card,108.25,1062.92,Yes
5257-LBTXT,0,31,Yes,Yes,No,No,Yes,No,Yes,No,Month-to-month,Bank transfer,85.67,2720.57,No
9402-LBGWD,0,34,Yes,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,Mailed check,29.41,963.28,No
5923-AICCE,0,12,Yes,Yes,No,No,No,No,No,No,Month-to-month,Mailed check,102.92,1165.3,No
5843-RHVKT,0,30,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Bank transfer,35.99,1119.49,Yes
5766-SZZPZ,0,44,Yes,Yes,No,No,Yes,Yes,No,No,Month-to-month,Bank transfer,61.2,2621.78,No
7311-GYDMD,0,16,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-month,Mailed check,74.32,1092.72,No
8058-XVCHI,0,24,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,69.08,1703.33,Yes
2040-NAPOP,1,26,Yes,Yes,No,Yes,Yes,No,No,No,Two year,Bank transfer,87.99,2295.68,No
9214-UGOUW,0,36,Yes,No,No,No,No,No,No,Yes,Month-to-month,Bank transfer,84.57,3068.16,No
6788-CLWBP,0,26,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,Electronic check,119.19,3076.82,No
5865-FIZPY,0,53,Yes,No,No,Yes,Yes,No,No,Yes,Two year,Bank transfer,119.94,6287.6,No
5241-VQXIJ,0,23,Yes,No,No,Yes,No,No,No,No,Month-to-month,Electronic check,70.68,1566.35,No
1363-FDEIW,0,31,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,Bank transfer,27.71,845.4,No
4406-VVZNW,0,27,No,Yes,No,No,Yes,No,No,No,Two year,Bank transfer,92.24,2426.86,No
4774-QVDBE,0,13,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,Electronic check,117.62,1544.41,No
7489-MHTAE,0,50,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Bank transfer,50.47,2500.38,No
5228-XTRSI,0,17,Yes,No,No,Yes,No,Yes,No,No,One year,Electronic check,65.04,1114.93,No
5030-XSPCT,0,21,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One year,Mailed check,61.33,1295.69,No
4290-KRKOA,1,57,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Bank transfer,23.24,1344.02,No
2664-NYTKZ,1,69,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Mailed check,86.57,5998.3,Yes
3478-XKCAZ,0,48,Yes,,No,No,Yes,No,Yes,Yes,Month-to-month,Credit card,54.04,2576.72,No
6779-DZBIT,0,66,Yes,Yes,No,No,Yes,No,Yes,No,Two year,Credit card,98.32,6498.32,No
1479-XRYVV,0,62,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Credit card,102.88,6390.36,No
3047-FGERB,0,35,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-month,Electronic check,101.77,3440.51,No
4855-POMFC,0,56,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Electronic check,60.5,3420.33,No
9893-MPOJS,0,23,No,No,Yes,No,No,No,No,No,Two year,Electronic check,50.8,1175.9,No
4385-KUISR,0,33,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Bank transfer,94.38,3142.74,No
1275-RUHXA,0,39,No,No,No,No,Yes,No,Yes,No,Month-to-month,Mailed check,99.74,3825.52,No
2617-YWTPF,0,70,Yes,No,No,No,No,No,No,Yes,Month-to-month,Bank transfer,68.11,4751.91,No
5402-OCPCD,0,61,Yes,Yes,No,Yes,No,No,Yes,Yes,One year,Mailed check,109.09,6599.91,No
2529-ECYUN,0,35,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-month,Electronic check,32.68,1181.03,No
4317-EYUTM,0,47,Yes,No,No,Yes,No,No,No,Yes,Two year,Bank transfer,107.67,4990.23,Yes
1247-QMHIB,0,14,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,Bank transfer,27.8,342.77,Yes
8844-EVZBQ,0,58,Yes,Yes,No,Yes,Yes,No,No,No,Month-to-month,Bank transfer,33.66,1979.0,Yes
1600-VNAUT,0,40,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Mailed check,72.45,2866.53,Yes
9323-MYRNJ,0,38,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,Bank transfer,24.89,899.4,No
3636-QTAKB,0,55,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Credit card,23.39,1331.79,No
4569-URDSA,0,46,Yes,Yes,Yes,No,Yes,No,Yes,Yes,One year,Bank transfer,18.05,877.69,No
1111-XAGDP,0,5,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Credit card,62.5,348.6,Yes
5699-VZTMB,1,21,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,Mailed check,97.01,2079.65,No
9300-OFOKJ,0,12,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,21.55,247.02,No
5079-TEZBD,0,53,Yes,No,Yes,No,No,No,No,No,One year,Credit card,84.53,4469.86,No
7085-DUTLL,0,2,Yes,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,Mailed check,101.96,171.52,No
9998-UQDPB,0,14,Yes,No,No,No,No,No,Yes,No,Month-to-month,Electronic check,35.14,500.35,Yes
3266-SKZYC,0,43,Yes,No,No,No,No,No,Yes,No,Month-to-month,Electronic check,32.98,1391.75,No
8950-WCKYA,0,50,Yes,No,Yes,No,No,No,No,Yes,Two year,Mailed check,105.8,5268.35,No
1527-NYHUS,0,36,Yes,Yes,Yes,Yes,No,No,No,No,Two year,Electronic check,101.96,3700.56,Yes
2314-HQMGF,1,62,Yes,Yes,No,No,No,Yes,No,Yes,Two year,Bank transfer,72.97,4583.37,No
6014-VKYRK,0,67,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two year,Bank transfer,101.56,6824.43,No
7361-LTZUD,0,9,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Mailed check,27.46,336.86,Yes
1644-VWOGW,0,69,Yes,No,No,No,No,No,No,Yes,Month-to-month,Electronic check,58.24,3983.28,No
5035-HJHHI,0,44,Yes,No,No,No,No,No,No,No,Month-to-month,Electronic check,93.26,4011.54,No
7066-AJEQZ,0,46,Yes,No,No,No,Yes,No,No,Yes,Two year,Credit card,44.26,2071.69,No
8089-GNAKH,0,6,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Mailed check,94.74,529.85,No
5515-KROYB,0,45,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Electronic check,69.43,3110.67,No
9500-USVBF,0,52,Yes,Yes,No,Yes,No,Yes,No,No,One year,Bank transfer,94.53,4827.07,No
1007-UJJPL,0,42,Yes,No,No,Yes,No,Yes,No,No,Month-to-month,Credit card,65.4,2701.84,No
6734-YIXNJ,1,6,Yes,Yes,No,Yes,Yes,No,No,No,One year,Electronic check,55.53,258.07,No
9271-MDHVN,0,38,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,Credit card,40.36,1511.96,No
6039-RFCLX,0,68,No,No,No,No,No,Yes,Yes,Yes,One year,Bank transfer,39.25,2649.27,No
2144-SZCDW,0,52,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,Mailed check,94.65,4926.3,No
1976-TUIHN,0,10,No,Yes,Yes,Yes,No,No,No,Yes,One year,Credit card,30.13,363.29,No
5558-WPZGH,1,70,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Mailed check,26.77,1907.75,No
3169-QAWUZ,1,69,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,Bank transfer,35.98,2401.51,No
9625-BTNTW,1,12,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-month,Electronic check,35.89,461.08,No
6248-AWLLP,1,58,Yes,Yes,No,No,No,No,No,No,Month-to-month,Electronic check,101.96,5919.27,No
9203-NFTQB,0,29,Yes,No,Yes,Yes,No,Yes,Yes,No,One year,Credit card,58.65,1695.96,No
5793-UWHNV,0,43,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,Credit card,119.02,5116.73,No
6253-KEBRZ,0,32,Yes,Yes,Yes,No,No,Yes,No,No,Month-to-month,Electronic check,32.0,1034.23,No
6406-URJNH,0,57,No,Yes,No,No,No,No,No,No,Month-to-month,Electronic check,84.66,4791.03,No
3008-PQZGH,0,72,Yes,Yes,Yes,No,No,No,No,No,Two year,Bank transfer,63.77,4582.32,No
2494-YUIZS,0,58,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,Credit card,58.08,3427.84,No
5286-JOCEY,0,67,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,Bank transfer,107.26,7151.22,No
2859-EWYVC,0,69,Yes,No,No,No,No,No,No,Yes,Month-to-month,Bank transfer,117.51,8056.7,No
8549-GAXGR,0,6,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,Mailed check,107.03,639.09,Yes
1664-EWPZE,1,18,Yes,Yes,No,No,No,No,No,Yes,Two year,Electronic check,37.61,620.45,No
9015-WYBCN,0,52,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Credit card,40.52,2020.9,No
2041-BVSVY,0,43,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Credit card,84.92,3634.34,No
2283-VBJHG,0,3,Yes,Yes,Yes,No,No,No,Yes,Yes,One year,Mailed check,47.49,214.9,Yes
7466-DVWRC,0,6,Yes,No,Yes,No,No,No,Yes,No,Two year,Bank transfer,92.94,555.71,Yes
6369-QJJMZ,0,37,Yes,No,Yes,Yes,No,No,Yes,Yes,One year,Electronic check,75.77,2812.42,No
